id,text,word,mean,frq,var,victor,stadio88,user,petru,sergiu,majority
5523,"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",barieră,0.4,3.73,0.04,0.25,0.75,0.25,0.25,0.5,simple
5536,Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,lexical,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
5544,"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",vascular,0.4,3.75,0.04,0.25,0.75,0.25,0.25,0.5,simple
5558,Descrierea configurației relative este încă utilizată în principal în glicochimie.,configurației,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
5574,"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate să fie (cel puțin în cele din urmă) tipărite și, prin urmare, ar trebui să aibă un stil liniar.",liniar,0.4,3.37,0.04,0.75,0.25,0.25,0.25,0.5,simple
5601,"Acestea transformă energia solară în energie chimică prin absorbția luminii și utilizarea acesteia pentru a stimula sinteza compușilor organici, cum ar fi zahărul, din dioxid de carbon și apă.",organici,0.4,3.4,0.04,0.75,0.25,0.25,0.25,0.5,simple
5622,Aceasta este doar una dintre numeroasele realizări ale ingineriei care ne-au permis să cuantificăm și să înțelegem gena umană și modul în care aceasta este legată de nutriție.,cuantificăm,0.6,0.0,0.04,0.75,0.75,0.25,0.75,0.5,complex
5643,"Pentru a atenua problemele de indexare, expresia sizeof() este utilizată în adesea la codificarea buclelor care procesează array-uri.",codificarea,0.4,0.0,0.04,0.75,0.25,0.25,0.25,0.5,simple
5656,"Folosește aceleași forme de acorduri ca și Open E, dar este mai ușor pentru gâtul chitarei, deoarece corzile sunt dezacordate, reducând tensiunea.",acorduri,0.35,3.97,0.04,0.25,0.25,0.25,0.25,0.75,simple
5663,"Cu toate acestea, Washingtonul a devenit foarte îngrijorat de faptul că partidele comuniste locale ar putea câștiga puterea în Franța, Italia și Grecia la sfârșitul anilor 1940, având în vedere starea precară a economiei europene postbelice și apropierea de Uniuniea Sovietică.",postbelice,0.35,3.07,0.04,0.25,0.25,0.25,0.25,0.75,simple
5692,"Puteți extrage un singur document dintr-o astfel de colecție și îl puteți distribui individual în temeiul prezentei licențe, cu condiția să inserați o copie a prezentei licențe în documentul extras și să respectați prezenta licență în toate celelalte privințe în ceea ce privește copierea textuală a documentului respectiv.",inserați,0.35,0.0,0.04,0.25,0.25,0.75,0.25,0.25,simple
5695,"Acordurile dvs. juridice ar trebui să treacă prin mai multe iterații în procesul de redactare, fiecare iterație simplificând termenii și îmbunătățind lizibilitatea și utilizabilitatea acestora.",juridice,0.35,4.43,0.04,0.25,0.25,0.25,0.25,0.75,simple
5191,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul pus pe nonviolență și credința că se ajunge la eliberare prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea de merite bune și rele.",accentul,0.15,4.2,0.039999999999999994,0.25,0.0,0.0,0.0,0.5,simple
5247,Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.,repetiție,0.15,3.57,0.039999999999999994,0.25,0.0,0.0,0.0,0.5,simple
5463,Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,clasic,0.15,4.44,0.039999999999999994,0.0,0.25,0.0,0.0,0.5,simple
5168,"Deoarece un singur reflector parabolic atinge o precizie de focalizare mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric.",precizie,0.2,4.15,0.035,0.25,0.25,0.0,0.0,0.5,simple
5205,"Încurajat de susținătorii din sud (mulți dintre ei i-au trimis lui Brooks bastoane noi, în semn de aprobare a acțiunilor sale), s-a întors după o realegere răsunătoare.",răsunătoare,0.2,3.14,0.035,0.25,0.25,0.0,0.0,0.5,simple
5218,"În ciuda acestui fapt, putem vedea că există încă o anumită interacțiune între Dumbledore și McGonagall, McGonagall fiind o influență moderată asupra tuturor părților, în timp ce manifestă o loialitate fermă față de Dumbledore.",moderată,0.3,3.84,0.035,0.25,0.25,0.0,0.5,0.5,simple
5243,Tot ceea ce studiați este conceput pentru a vă pregăti pentru sinteze organice și alte transformări chimice efectuate în laborator.,transformări,0.2,3.8,0.035,0.25,0.25,0.0,0.0,0.5,simple
5253,"El crede că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral să îi tolereze pentru că sunt mai slabi decât el.",tolereze,0.2,0.0,0.035,0.25,0.0,0.0,0.25,0.5,simple
5268,"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e.",anume,0.2,5.09,0.035,0.25,0.0,0.0,0.25,0.5,simple
5327,"În aceste cazuri, rolul agentului de implementare este de a furniza inputurile de bază, inclusiv, dar nu numai, capitalul care va da startul proiectului și îi va permite acestuia să continue sub propriul impuls după plecarea agentului de implementare.",permite,0.2,5.02,0.035,0.25,0.25,0.0,0.0,0.5,simple
5340,"În loc să vă bazați pe faptul că aceștia au shell potrivit, puteți specifica pur și simplu ce shell ar trebui să folosească.",specifica,0.2,3.52,0.035,0.25,0.25,0.0,0.0,0.5,simple
5375,"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",tehnic,0.2,4.55,0.035,0.25,0.0,0.0,0.25,0.5,simple
5420,"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",numerale,0.2,0.0,0.035,0.25,0.25,0.0,0.0,0.5,simple
5451,"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",ezitare,0.2,3.49,0.035,0.25,0.0,0.0,0.25,0.5,simple
5457,"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",mahala,0.2,3.4,0.035,0.25,0.0,0.0,0.25,0.5,simple
5459,"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",contribuțiilor,0.2,3.27,0.035,0.25,0.0,0.0,0.25,0.5,simple
5673,Recomandăm această licență în principal pentru lucrări al căror scop este de instruire sau de referință.,instruire,0.2,3.91,0.035,0.25,0.0,0.0,0.25,0.5,simple
5679,"Pierderea în greutate necesită ca aportul de calorii să fie mai mic decât producția de calorii, deși niciuna dintre acestea nu trebuie să fie făcută la extrem.",extrem,0.2,4.88,0.035,0.25,0.0,0.0,0.25,0.5,simple
5209,"Configurația poate fi, de asemenea, atribuită pe baza pur empirică a activității optice.",atribuită,0.25,3.67,0.025,0.25,0.0,0.25,0.25,0.5,simple
5246,Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.,ideal,0.25,4.17,0.025,0.25,0.25,0.0,0.25,0.5,simple
5250,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui.",intense,0.25,3.97,0.025,0.25,0.25,0.0,0.25,0.5,simple
5288,"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",spontan,0.25,3.82,0.025,0.25,0.25,0.0,0.25,0.5,simple
5297,"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață.",crampe,0.25,3.42,0.025,0.25,0.0,0.25,0.25,0.5,simple
5306,"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța.",nefavorabile,0.25,3.64,0.025,0.25,0.25,0.25,0.0,0.5,simple
5341,Conexiunile intercelulare permit heterocitelor să transporte azotul fixat către celulele vecine și să primească carbohidrați.,Conexiunile,0.25,3.4,0.025,0.25,0.25,0.0,0.25,0.5,simple
5346,"Oasele neregulate au forme deosebite, nu pot fi grupate sub capetele precedente și sunt folosite pentru atașarea mușchilor și pentru articulații.",atașarea,0.25,3.08,0.025,0.25,0.25,0.0,0.25,0.5,simple
5373,"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",donatori,0.25,3.23,0.025,0.0,0.25,0.25,0.25,0.5,simple
5402,"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",trafic,0.25,4.39,0.025,0.25,0.25,0.25,0.0,0.5,simple
5460,"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",respectată,0.25,3.52,0.025,0.25,0.25,0.0,0.25,0.5,simple
5517,"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",domeniul,0.25,5.22,0.025,0.25,0.25,0.0,0.25,0.5,simple
5520,"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",digeră,0.25,0.0,0.025,0.25,0.0,0.25,0.25,0.5,simple
5537,Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,caractere,0.25,4.41,0.025,0.25,0.25,0.0,0.25,0.5,simple
5644,A trăi complet în acest mod într-o societate urbanizată și industrială înseamnă a te retrage la periferie.,urbanizată,0.25,0.0,0.025,0.25,0.25,0.0,0.25,0.5,simple
5651,"Cu excepția cazului în care există probleme evidente care nu vor putea fi remediate, timpul dumneavoastră ar fi mai bine petrecut pentru a îndruma noii contribuitori și pentru a încerca să ajutați la curățarea noilor lucrări, chiar dacă lucrarea reprezintă în prezent o încălcare flagrantă a procedurilor actuale.",contribuitori,0.25,0.0,0.025,0.25,0.25,0.0,0.25,0.5,simple
5676,Vom începe prin a explica cum funcționează visul lucid din punct de vedere biologic.,lucid,0.25,3.26,0.025,0.25,0.25,0.0,0.25,0.5,simple
5683,"Atunci când un text nu susține această regulă, chiar și un elev sârguincios este nevoit să repete inutil materialul.",susține,0.25,4.87,0.025,0.25,0.25,0.0,0.25,0.5,simple
5132,"După ce Ron aproape că moare bând mied otrăvit, care aparent era destinat profesorului Dumbledore, Hermione este atât de tulburată, încât pune capăt conflictului lor pentru totdeauna.",tulburată,0.1,3.27,0.015000000000000003,0.25,0.25,0.0,0.0,0.0,simple
5138,"Toate celelalte lucruri rămânând fel, nucleofilele sunt, în general, comparate între ele în ceea ce privește reactivitatea relativă.",comparate,0.15,3.5,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5145,"Deși necesită disciplină, este extrem de important să se lucreze sistematic în sens invers în timp prin lista de registre, epuizând toate sursele pentru fiecare persoană, înainte de a se ocupa de părinții și bunicii acestora.",epuizând,0.1,0.0,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5148,"Deși unele cadre sunt prevăzute cu trei orificii pentru știfturile de poziționare, unele frâne funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite.",frâne,0.1,3.19,0.015000000000000003,0.0,0.25,0.0,0.25,0.0,simple
5149,"Deși evreii au fost țintele principale și sunt victimele despre care auzim cel mai des atunci când vorbim despre Holocaust, ei nu au fost singurele victime.",principale,0.15,4.68,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5157,"Un alfabet ingenios le-a permis mayașilor să înregistreze informații pe monumentele și templele lor, oferindu-le antropologilor o modalitate excelentă de a afla mai multe despre viața și cultura mayașă.",excelentă,0.1,4.3,0.015000000000000003,0.0,0.25,0.0,0.25,0.0,simple
5158,"O altă carte tratează Cascading Style Sheets (CSS) care se ocupă de aspectul general și de stilizare, dar cartea de față abordează pe scurt CSS.",ocupă,0.15,4.82,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5159,"O altă carte tratează Cascading Style Sheets (CSS) care se ocupă de aspectul general și de stilizare, dar cartea de față abordează pe scurt CSS.",general,0.15,5.54,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5161,"În calitate de guvernator, a urmat o politică atât de strictă de a numi în funcții doar colegi republicani, încât a devenit părintele sistemului de favoruri din America.",numi,0.1,4.29,0.015000000000000003,0.25,0.0,0.0,0.0,0.25,simple
5164,"Ca adjective, terminațiile lor variază în funcție de substantivele pe care le modifică.",variază,0.15,4.19,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5171,"Pe lângă faptul că a fost regină a Regatului Unit al Marii Britanii și Irlandei, a fost și primul monarh care a folosit titlul de Împărăteasă a Indiei.",monarh,0.15,3.3,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5172,"Pe lângă faptul că a fost regină a Regatului Unit al Marii Britanii și Irlandei, a fost și primul monarh care a folosit titlul de Împărăteasă a Indiei.",titlul,0.15,5.0,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5179,"Din cauza faptului că aparatul său de împerechere este ghimpat, asemănător cu acul unei lucrătoare, acesta va fi smuls din corpul său după împerechere, iar el va cădea spre pământ cu singurul rezultat posibil: moartea.",împerechere,0.15,3.43,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5184,"Pe lângă lexicul nou, ar trebui să vă uitați și la modul în care se conjugă verbele în funcție de subiectul propoziției.",verbele,0.15,0.0,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5186,"Ambele utilizează intensiv funcțiile matematice pentru a descrie și a prezice fenomene fizice care sunt supuse unor schimbări continue, iar acest lucru necesită utilizarea analizei matematice.",descrie,0.1,4.53,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5187,"Ambele utilizează intensiv funcțiile matematice pentru a descrie și a prezice fenomene fizice care sunt supuse unor schimbări continue, iar acest lucru necesită utilizarea analizei matematice.",prezice,0.1,3.55,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5193,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul pus pe nonviolență și credința că se ajunge la eliberare prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea de merite bune și rele.",acumularea,0.15,3.82,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5195,"Până în anii 1960, tot mai multe trimiteri poștale erau francate cu masini de francat decât cu timbre adezive tradiționale.",masini,0.1,4.14,0.015000000000000003,0.0,0.25,0.0,0.0,0.25,simple
5199,Calcularea unor astfel de capacitanțe și exploatarea sau luarea măsurilor necesare pentru a le contracara reprezintă o problemă importantă în ingineria circuitelor electrice.,electrice,0.15,4.66,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5201,"Capitolul al doilea investighează această legătură puțin mai amănunțit, discutând gimnastica mentală a rezolvării problemelor.",discutând,0.1,3.32,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5202,"Capitolul al doilea investighează această legătură puțin mai amănunțit, discutând gimnastica mentală a rezolvării problemelor.",gimnastica,0.15,3.42,0.015000000000000003,0.0,0.25,0.25,0.25,0.0,simple
5203,"Încurajat de susținătorii din sud (mulți dintre ei i-au trimis lui Brooks bastoane noi, în semn de aprobare a acțiunilor sale), s-a întors după o realegere răsunătoare.",susținătorii,0.1,3.84,0.015000000000000003,0.0,0.0,0.0,0.25,0.25,simple
5206,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca fișierul font zipuit.,descărca,0.1,3.4,0.015000000000000003,0.25,0.0,0.0,0.0,0.25,simple
5210,"Configurația poate fi, de asemenea, atribuită pe baza pur empirică a activității optice.",pur,0.1,5.1,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5213,"În prezent, un loc este egal cu aproximativ 600 000 de alegători.",aproximativ,0.1,5.32,0.015000000000000003,0.25,0.0,0.0,0.0,0.25,simple
5222,"Au fost produse drame, comedii și toate celelalte forme de divertisment, precum și emisiuni de știri și muzică.",divertisment,0.15,4.12,0.015000000000000003,0.25,0.25,0.25,0.0,0.0,simple
5223,"Au fost produse drame, comedii și toate celelalte forme de divertisment, precum și emisiuni de știri și muzică.",emisiuni,0.1,4.31,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5225,Scoateți-le prin găurire folosind o viteză foarte mică de găurire sau utilizați o unealtă de extragere a șuruburilor pentru șuruburile blocate.,unealtă,0.15,3.69,0.015000000000000003,0.0,0.25,0.25,0.25,0.0,simple
5227,Fiecare parte și-a determinat noii parteneri să se alăture prin oferirea de concesii teritoriale.,parteneri,0.1,4.27,0.015000000000000003,0.0,0.0,0.0,0.25,0.25,simple
5229,Fiecare parte și-a determinat noii parteneri să se alăture prin oferirea de concesii teritoriale.,oferirea,0.1,3.6,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5231,"În fiecare an, numărul de membri ai acestui club crește, iar nevoia de lideri de grupuri mici, cunoscuți și sub numele de Facilitatori de nucleu, în cămine crește și ea.",membri,0.1,4.94,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5238,"Condițiile de mediu, cum ar fi curentul sau gradienții de temperatură face ca bula să se separe, determinând formarea a două bule care conțin concentrații similare de materiale.",separe,0.15,3.21,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5240,"Patriot ca întotdeauna, Laurens a continuat să își servească națiunea ca unul dintre cei trei reprezentanți selectați pentru a negocia condițiile la Conferința de pace de la Paris din 1782.",selectați,0.15,3.41,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5241,"Patriot ca întotdeauna, Laurens a continuat să își servească națiunea ca unul dintre cei trei reprezentanți selectați pentru a negocia condițiile la Conferința de pace de la Paris din 1782.",negocia,0.1,3.62,0.015000000000000003,0.25,0.0,0.0,0.0,0.25,simple
5244,Tot ceea ce studiați este conceput pentru a vă pregăti pentru sinteze organice și alte transformări chimice efectuate în laborator.,efectuate,0.15,4.57,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5245,Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.,contribuie,0.15,4.34,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5258,"De asemenea, a fost responsabil de contrabandă cu droguri și de crime și a mituit atât poliția, cât și politicieni importanți.",mituit,0.15,0.0,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5261,"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră.",blocarea,0.1,3.69,0.015000000000000003,0.0,0.0,0.0,0.25,0.25,simple
5263,"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program.",salva,0.1,4.46,0.015000000000000003,0.0,0.25,0.0,0.0,0.25,simple
5265,"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program.",iasă,0.1,4.59,0.015000000000000003,0.0,0.0,0.0,0.25,0.25,simple
5266,"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e.",deține,0.15,4.77,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5267,"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e.",extrem,0.15,4.88,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5270,"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați.",inevitabile,0.15,3.02,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5271,"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați.",succes,0.1,5.23,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5272,"Cu toate acestea, ploile abundente și persistente și furtunile pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi.",abundente,0.15,3.77,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5281,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite.",suferi,0.1,4.27,0.015000000000000003,0.25,0.0,0.0,0.0,0.25,simple
5283,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite.",unghiuri,0.15,3.69,0.015000000000000003,0.25,0.0,0.25,0.25,0.0,simple
5286,"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice.",principal,0.15,5.11,0.015000000000000003,0.25,0.25,0.25,0.0,0.0,simple
5289,"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",accelerează,0.15,3.63,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5290,Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.,colaborare,0.1,4.89,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5292,Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.,angajez,0.15,3.22,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5295,Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.,menține,0.15,4.38,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5296,"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață.",masați,0.1,0.0,0.015000000000000003,0.25,0.25,0.0,0.0,0.0,simple
5298,"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață.",aplicați,0.1,0.0,0.015000000000000003,0.25,0.25,0.0,0.0,0.0,simple
5299,"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes.",dispus,0.1,4.5,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5300,"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes.",îndrume,0.1,3.02,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5302,"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni pentru a calcula continuu ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică.",matematicieni,0.1,3.05,0.015000000000000003,0.0,0.25,0.0,0.0,0.25,simple
5305,"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța.",anuale,0.1,4.26,0.015000000000000003,0.0,0.25,0.0,0.25,0.0,simple
5314,"În chimia organică, carbonul este utilizat foarte frecvent, astfel încât chimiștii știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit.",frecvent,0.15,4.55,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5315,"În chimia organică, carbonul este utilizat foarte frecvent, astfel încât chimiștii știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit.",chimiștii,0.15,0.0,0.015000000000000003,0.0,0.25,0.25,0.25,0.0,simple
5317,"În contextul limbajelor de programare, în cazul limbajelor declarative, se furnizează date și reguli computerului, care pot fi apoi interogate pentru a oferi date înapoi.",programare,0.15,4.23,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5332,În cadrul conferinței au fost prezentate datele inițiale ale analizei medicamentului pentru boli cardiovasculare simvastatin.,prezentate,0.1,4.53,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5337,"În schimb, trece imediat la biții de oprire, ceea ce reprezintă o recunoaștere a faptului că verificarea parității la acest nivel este cu adevărat inutilă.",recunoaștere,0.15,4.27,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5338,"În loc să vă bazați pe faptul că aceștia au shell potrivit, puteți specifica pur și simplu ce shell ar trebui să folosească.",bazați,0.1,3.01,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5351,"S-a spus că a trebuit să își croiască drum prin păduri fără urme, ceea ce, fără îndoială, a fost cazul cel puțin în acest oraș.",îndoială,0.1,4.54,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5357,"Este important ca atunci când planificați o lecție de învățare mixtă în clasele primare să vă concentrați pe o unitate de studiu, apoi să o împletiți cu tehnologia.",clasele,0.1,4.3,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
5363,"Acesta prezintă în mod repetat ilustrații ale cercetașilor în scene însorite de munte, fără niciun fel de pălării.",ilustrații,0.15,3.63,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5365,"A fost descoperită de tonți și de alți vorbitori de engleză și, pentru o vreme, postarea între cele două limbi a înflorit.",descoperită,0.15,4.08,0.015000000000000003,0.25,0.25,0.0,0.0,0.25,simple
5368,"Vă va duce la pagina care corespunde cererii dumneavoastră, altfel va afișa rezultatele căutării.",corespunde,0.15,4.26,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5382,"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",comunica,0.15,3.92,0.015000000000000003,0.0,0.25,0.25,0.25,0.0,simple
5387,"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",notifica,0.15,0.0,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5391,Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,cheltuieli,0.15,3.88,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5396,"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",grăsimi,0.1,3.61,0.015000000000000003,0.0,0.0,0.25,0.25,0.0,simple
5398,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",emoticoanelor,0.15,0.0,0.015000000000000003,0.25,0.0,0.0,0.25,0.25,simple
5399,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",electronice,0.15,4.46,0.015000000000000003,0.25,0.25,0.0,0.25,0.0,simple
5400,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",datorează,0.1,4.43,0.015000000000000003,0.0,0.25,0.0,0.25,0.0,simple
5401,"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",introduce,0.1,4.26,0.015000000000000003,0.25,0.0,0.0,0.25,0.0,simple
